Name,Year,Genre,Style,r,g,b
Head of an Old Peasant Woman with White Cap,1884,portrait,Realism,728,536,361
Houses with Thatched Roofs,1884,landscape,Realism,854,704,532
Landscape at Nuenen,1884,landscape,Realism,471,471,471
Landscape with Pollard Willows,1884,landscape,Realism,719,661,661
Landscape with Willows and Sun Shining Through the Clouds,1884,sketch and study,Realism,471,471,471
Lane in Autumn,1884,sketch and study,Realism,701,644,577
Lane with Trees and One Figure,1884,sketch and study,Realism,673,670,675
Man Winding Yarn,1884,genre painting,Realism,574,450,296
Mangle with Two Women and a Man,1884,sketch and study,Realism,672,659,612
New-Born Calf Lying on Straw,1884,animal painting,Realism,753,505,308
Old Man Reeling Yarn,1884,genre painting,Realism,651,627,543
Oxcart in the Snow,1884,sketch and study,Realism,793,814,600
Parsonage Garden,1884,sketch and study,Realism,625,575,552
Parsonage Garden,1884,sketch and study,Realism,574,574,574
Parsonage with Flowering Trees,1884,sketch and study,Realism,548,548,548
Part of a Portrait of Anthon van Rappard,1884,sketch and study,Realism,675,534,410
"Peasant Woman, Head",1884,sketch and study,Realism,774,773,722
"Peasant Woman, Head",1884,sketch and study,Realism,622,605,546
"Peasant Woman, Head",1884,sketch and study,Realism,723,710,663
"Peasant Woman, Head",1884,sketch and study,Realism,675,671,658
"Peasant Woman, Head",1884,sketch and study,Realism,675,671,658
"Peasant Woman, Head",1884,sketch and study,Realism,829,751,650
"Peasant Woman, Head",1884,sketch and study,Realism,829,674,562
"Peasant Woman, Head",1884,sketch and study,Realism,647,634,577
"Peasant Woman, Head",1884,sketch and study,Realism,649,626,575
"Peasant Woman, Head",1884,sketch and study,Realism,571,544,492
"Peasant Woman, Head",1884,sketch and study,Realism,854,794,728
"Peasant Woman, Stooping to the Left",1884,sketch and study,Realism,778,700,617
Peasants planting potatoes,1884,genre painting,Realism,337,340,287
Pine Trees in the Fen,1884,landscape,Realism,752,531,364
Ploughman with Woman Planting Potatoes,1884,genre painting,Realism,804,683,407
Pollard Birches,1884,landscape,Realism,625,433,280
Poplar Trees,1884,landscape,Realism,700,599,574
Potato Harvest with Two Figures,1884,sketch and study,Realism,679,682,454
Shepherd with a Flock of Sheep,1884,genre painting,Realism,617,559,380
Sketches of Heads,1884,sketch and study,Realism,673,669,675
Sower,1884,genre painting,Realism,676,678,482
Still Life of Paintbrushes in a Flowerpot,1884,still life,Realism,625,438,199
Still Life with Clogs and Pots,1884,still life,Realism,624,369,172
"Still Life with Coffee Mill, Pipe Case and Jug",1884,still life,Realism,752,527,316
Still Life with Five Bottles,1884,still life,Realism,747,798,639
"Still Life with Four Stone Bottles, Flask and White Cup",1884,still life,Realism,804,580,310
Still Life with Two Sacks and a Bottle,1884,still life,Realism,624,355,181
The Kingfisher,1884,landscape,Realism,879,759,639
The Old Tower,1884,landscape,Realism,649,565,466
The Old Tower in the Fields,1884,landscape,Realism,1007,440,124
The Vicarage Garden,1884,sketch and study,Realism,752,622,468
Three Hands,1884,sketch and study,Realism,726,582,434
Three Hands,1884,sketch and study,Realism,752,618,463
Three Hands,1884,sketch and study,Realism,777,657,498
"Three Hands, Two Holding Forks",1884,sketch and study,Realism,777,615,427
"Three Hands, Two with Knives",1884,sketch and study,Realism,701,604,495
Three Woodcutters Walking,1884,genre painting,Realism,829,685,601
Two Rats,1884,animal painting,Realism,650,567,499
Vase with Honesty,1884,flower painting,Realism,724,577,272
Vicarage at Nuenen,1884,cityscape,Realism,804,665,434
Village at sunset,1884,landscape,Realism,523,364,117
Water Wheels of Mill at Gennep,1884,cityscape,Realism,726,633,380
Watermill at Gennep,1884,landscape,Realism,625,574,557
Weaver,1884,genre painting,Realism,701,553,410
Weaver,1884,genre painting,Realism,600,479,369
Weaver,1884,genre painting,Realism,778,582,404
Weaver,1884,genre painting,Realism,752,478,293
Weaver,1884,genre painting,Realism,597,537,373
Weaver,1884,genre painting,Realism,926,680,479
Weaver Facing Left,1884,sketch and study,Realism,650,604,552
Weaver Facing Left,1884,sketch and study,Realism,804,762,646
Weaver Facing Right,1884,genre painting,Realism,752,678,623
"Weaver Facing Right, Interior with One Window and High Chair",1884,sketch and study,Realism,646,643,650
Weaver near an Open Window,1884,genre painting,Realism,599,491,288
Weaver Standing in Front of a Loom,1884,sketch and study,Realism,497,497,497
Weaver with Other Figures in Front of Loom,1884,sketch and study,Realism,798,804,798
"Weaver, Arranging Threads",1884,sketch and study,Realism,598,597,591
"Weaver, seen from the Front",1884,genre painting,Realism,765,639,444
"Weaver, with a Baby in a Highchair",1884,genre painting,Realism,625,494,399
Wheat Harvest,1884,sketch and study,Realism,752,644,483
Winter Garden,1884,landscape,Realism,804,711,598
Woman Reeling Yarn,1884,sketch and study,Realism,818,829,793
Woman Reeling Yarn,1884,sketch and study,Realism,698,702,681
Woman with Wheelbarrow at Night,1884,sketch and study,Realism,701,674,635
"Wood Gatherer, Figure Study",1884,sketch and study,Realism,673,654,613
Wood Gatherers In The Snow,1884,genre painting,Realism,801,643,468
Young Man with a Pipe,1884,portrait,Realism,829,623,410
"Watermill in Kollen, near Nuenen",1884,landscape,Realism,556,465,365
Landscape with windswept trees,1884,landscape,Realism,525,548,346
Two Hands,1884,sketch and study,Realism,777,648,471
Interior with Woman Sewing,1884,sketch and study,Post-Impressionism,879,825,667
Autumn Landscape,1885,landscape,Realism,690,468,469
Autumn Landscape at Dusk,1885,landscape,Realism,599,427,149
Autumn Landscape with Four Trees,1885,landscape,Realism,855,642,429
Backyards of Old Houses in Antwerp in the Snow,1885,cityscape,Realism,804,635,396
Basket of Potatoes,1885,still life,Realism,753,569,351
Basket of Potatoes,1885,still life,Realism,498,285,50
Baskets of Potatoes,1885,still life,Realism,675,379,121
Beer Tankards,1885,still life,Realism,803,644,507
Bird's Nest,1885,sketch and study,Realism,777,724,552
Bobbin Winder,1885,still life,Realism,326,255,250
Building in Eindhoven (the Weigh-House),1885,cityscape,Realism,879,797,721
City View,1885,cityscape,Realism,727,637,537
"Clock, Clog with Cutlery and a Spoon Rack",1885,still life,Realism,854,718,521
Cottage and Woman with Goat,1885,landscape,Realism,906,606,334
Cottage with Decrepit Barn and Stooping Woman,1885,landscape,Realism,664,526,439
Cottage with Peasant Coming Home,1885,landscape,Realism,854,763,515
Cottage with Peasant Woman Digging,1885,landscape,Realism,602,449,310
Cottage with Trees,1885,landscape,Realism,726,589,484
Cottage with Trees,1885,landscape,Realism,624,301,184
Cottage with Trees and Peasant Woman,1885,landscape,Realism,564,506,411
Cottage with Woman Digging,1885,genre painting,Realism,625,519,389
Country Churchyard and Old Church Tower,1885,landscape,Realism,598,476,308
Country Lane with Two Figures,1885,landscape,Realism,490,414,179
Couple Dancing,1885,sketch and study,Post-Impressionism,829,616,426
Dance-hall,1885,sketch and study,Post-Impressionism,880,557,464
Digger in a Potato Field: February,1885,genre painting,Realism,879,726,536
Entrance to the Old Tower,1885,sketch and study,Realism,675,675,675
Feet,1885,sketch and study,Realism,880,716,547
Feet,1885,sketch and study,Realism,753,717,650
Five Persons at a Meal,1885,genre painting,Realism,525,574,489
Four Hands,1885,sketch and study,Realism,625,506,409
"Four Hands, Two Holding Bowls",1885,sketch and study,Realism,829,733,567
Four Peasants at a Meal (Study for 'The Potato Eaters'),1885,genre painting,Realism,431,436,240
Four People Sharing a Meal,1885,sketch and study,Realism,600,471,353
Garden in the Snow,1885,sketch and study,Realism,725,661,540
"Gordina de Groot, Head",1885,portrait,Realism,753,657,532
Hand,1885,sketch and study,Realism,727,688,582
Hand,1885,sketch and study,Realism,879,757,543
"Hand with a Pot, the Knob of a Chair and a Hunk of Bread",1885,sketch and study,Realism,829,704,577
"Hand with a Stick, and Four People Sharing a Meal",1885,sketch and study,Realism,676,584,501
Hand with Bowl and a Cat,1885,sketch and study,Realism,777,688,569
Hands,1885,sketch and study,Realism,650,587,508
Hands,1885,sketch and study,Realism,829,687,563
Hands,1885,sketch and study,Realism,650,609,543
Hands with a Stick,1885,sketch and study,Realism,752,626,483
Head of a Brabant Peasant Woman with Dark Cap,1885,portrait,Realism,887,824,534
Head of a Man,1885,sketch and study,Realism,752,665,589
Head of a Man,1885,portrait,Realism,675,569,461
Head of a Man,1885,sketch and study,Realism,778,644,531
Head of a Man with Cap,1885,sketch and study,Realism,752,674,594
Head of a Man with Straw Hat,1885,sketch and study,Realism,879,796,703
"Head of a Man, Bareheaded",1885,sketch and study,Realism,778,713,645
"Head of a Man, Bareheaded",1885,sketch and study,Realism,737,688,582
Head of a Peasant,1885,portrait,Realism,826,649,437
Head of a Peasant (Study for the Potato Eaters),1885,portrait,Realism,679,565,234
Head of a Peasant with a Pipe,1885,portrait,Realism,803,495,380
Head of a Peasant Woman in a Green Shawl,1885,portrait,Realism,522,231,166
Head of a Peasant Woman with Brownish Cap,1885,portrait,Realism,599,219,74
Head of a Peasant Woman with Dark Cap,1885,portrait,Realism,988,735,537
Head of a Peasant Woman with Dark Cap,1885,portrait,Realism,853,540,284
Head of a Peasant Woman with Dark Cap,1885,portrait,Realism,883,848,646
Head of a Peasant Woman with Dark Cap,1885,portrait,Realism,930,700,333
Head of a Peasant Woman with Dark Cap,1885,portrait,Realism,701,495,311
Head of a Peasant Woman with Dark Cap,1885,portrait,Realism,711,727,626
Head of a Peasant Woman with Dark Cap,1885,portrait,Realism,828,645,385
Head of a Peasant Woman with Dark Cap,1885,portrait,Realism,573,317,153
Head of a Peasant Woman with Greenish Lace Cap,1885,portrait,Realism,803,484,277
Head of a Peasant Woman with White Cap,1885,portrait,Realism,549,375,272
Head of a Peasant Woman with White Cap,1885,portrait,Realism,854,465,270
Head of a Peasant Woman with White Cap,1885,portrait,Realism,778,521,384
Head of a Peasant Woman with White Cap,1885,portrait,Realism,599,359,215
Head of a Peasant Woman with White Cap,1885,portrait,Realism,930,641,395
Head of a Peasant Woman with White Cap,1885,portrait,Realism,859,688,645
Head of a Peasant Woman with White Cap,1885,portrait,Realism,778,422,277
Head of a Woman,1885,sketch and study,Realism,676,536,421
Head of a Woman,1885,portrait,Realism,600,486,387
Head of a Woman,1885,portrait,Realism,625,539,456
Head of a Woman,1885,portrait,Realism,752,593,483
Head of a Woman,1885,portrait,Realism,778,658,589
Head of a Woman,1885,portrait,Realism,778,620,479
Head of a Woman,1885,portrait,Realism,650,487,373
Head of a Woman,1885,sketch and study,Realism,829,651,444
Head of a Woman,1885,portrait,Realism,778,575,366
Head of a Woman,1885,portrait,Realism,854,690,498
Head of a Woman,1885,portrait,Realism,752,563,310
Head of a Woman,1885,portrait,Realism,777,574,434
Head of a Woman,1885,portrait,Realism,753,643,505
Head of a Woman,1885,portrait,Realism,625,510,402
Head of a Woman,1885,portrait,Realism,777,665,489
Head of a Woman with her Hair Loose,1885,portrait,Realism,701,564,345
Head of a Young Man,1885,sketch and study,Realism,752,631,557
Head of a Young Man,1885,sketch and study,Realism,879,750,591
Head of a Young Man,1885,portrait,Realism,778,536,317
Head of a Young Man with a Pipe,1885,portrait,Realism,752,545,344
Head of a Young Peasant in a Peaked Cap,1885,portrait,Realism,829,480,281
Head of a Young Peasant Woman with Dark Cap,1885,portrait,Realism,775,723,443
Head of an Old Woman with White Cap The Midwife,1885,portrait,Realism,803,597,405
Honesty in a Vase,1885,sketch and study,Realism,904,854,660
Interior with Peasant Woman Peeling Potatoes,1885,sketch and study,Realism,726,559,430
Interior with Peasant Woman Sewing,1885,genre painting,Realism,475,497,479
Interior with Peasant Woman Sewing,1885,genre painting,Realism,747,738,668
Interior with Peasant Woman Sewing,1885,genre painting,Realism,599,561,507
Interior with Peasant Woman Sewing,1885,genre painting,Realism,695,701,695
Interior with Peasant Woman Sewing,1885,genre painting,Realism,621,625,618
Interior with Peasant Woman Sitting near the Fireplace,1885,genre painting,Realism,596,600,593
Interior with Peasant Woman Sitting near the Fireplace,1885,genre painting,Realism,474,497,479
"Kettle Over a Fire, and a Cottage by Night",1885,sketch and study,Realism,752,648,503
Landscape at Dusk,1885,landscape,Realism,906,577,198
Landscape at Sunset,1885,landscape,Realism,931,599,341
Landscape in Stormy Weather,1885,sketch and study,Realism,575,526,480
Landscape with a Church and Houses,1885,landscape,Realism,803,562,357
Landscape with Cottages and a Mill,1885,sketch and study,Realism,753,667,555
Lane with poplars near Nuenen,1885,landscape,Realism,792,672,526
Lap with Hands,1885,sketch and study,Realism,600,486,358
Lap with Hands and a Bowl,1885,sketch and study,Realism,625,518,414
Man and Woman Sharing a Meal,1885,sketch and study,Realism,854,627,378
Man Loading a Cart,1885,sketch and study,Realism,623,606,570
Man with Bowler,1885,portrait,Realism,829,771,702
Parsonage Garden at Dusk,1885,sketch and study,Realism,777,698,620
Parsonage Garden in the Snow with Three Figures,1885,sketch and study,Realism,778,504,267
Peasant and Peasant Woman Planting Potatoes,1885,genre painting,Realism,804,681,421
Peasant Boy,1885,sketch and study,Realism,596,600,593
"Peasant Boy, Digging",1885,genre painting,Realism,519,523,515
Peasant Digging,1885,genre painting,Realism,512,339,317
"Peasant Girl, Half-Figure",1885,sketch and study,Realism,752,685,594
Peasant Lifting Beet,1885,sketch and study,Realism,854,680,487
Peasant Lifting Potatoes,1885,sketch and study,Realism,737,615,516
Peasant Lifting Potatoes,1885,sketch and study,Realism,727,596,469
Peasant Man and Woman Planting Potatoes,1885,sketch and study,Realism,545,549,529
Peasant Man and Woman Planting Potatoes,1885,genre painting,Realism,727,528,344
"Peasant Man and Woman, Digging",1885,sketch and study,Realism,701,632,596
Peasant with Sickle,1885,sketch and study,Realism,752,686,690
"Peasant with Sickle, Seen from the Back",1885,sketch and study,Realism,724,714,668
"Peasant with Sickle, Seen from the Back",1885,sketch and study,Realism,699,681,634
"Peasant with Sickle, Seen from the Back",1885,sketch and study,Realism,648,630,578
"Peasant with Sickle, Seen from the Back",1885,sketch and study,Realism,752,710,593
"Peasant with Sickle, Seen from the Back",1885,sketch and study,Realism,625,620,609
"Peasant with Sickle, Seen from the Back",1885,sketch and study,Realism,622,625,623
"Peasant with Walking Stick, and Little Sketch of the Same Figure",1885,sketch and study,Realism,752,747,734
Peasant Woman,1885,sketch and study,Realism,646,635,579
Peasant Woman at the Washtub,1885,sketch and study,Realism,672,654,598
Peasant Woman at the Washtub and Peasant Woman Hanging Up the Laundry,1885,sketch and study,Realism,546,514,457
Peasant Woman Bending Over,1885,sketch and study,Realism,898,786,602
Peasant Woman Binding Sheaves,1885,sketch and study,Realism,741,647,495
Peasant Woman by the Hearth,1885,genre painting,Realism,480,374,159
Peasant Woman Digging,1885,sketch and study,Realism,676,566,403
Peasant Woman Digging,1885,sketch and study,Realism,752,636,504
Peasant Woman Digging,1885,genre painting,Realism,800,601,277
Peasant Woman Gleaning,1885,sketch and study,Realism,829,812,743
Peasant Woman Gleaning,1885,sketch and study,Realism,636,582,522
Peasant Woman Lifting Potatoes,1885,sketch and study,Realism,791,728,583
Peasant Woman Lifting Potatoes,1885,sketch and study,Realism,981,866,637
Peasant Woman Lifting Potatoes,1885,sketch and study,Realism,726,605,430
Peasant Woman Lifting Potatoes,1885,sketch and study,Realism,701,547,413
Peasant Woman Lifting Potatoes,1885,sketch and study,Realism,880,763,576
Peasant Woman Lifting Potatoes,1885,sketch and study,Realism,701,487,301
Peasant Woman Peeling Potatoes,1885,genre painting,Realism,548,455,315
Peasant Woman Reeling Yarn,1885,sketch and study,Realism,650,650,650
Peasant Woman Stooping and Gleaning,1885,sketch and study,Realism,641,650,566
Peasant Woman Stooping and Gleaning,1885,sketch and study,Realism,778,774,759
Peasant Woman with a Bucket,1885,sketch and study,Realism,695,678,623
Peasant Woman with a Child in Her Lap,1885,genre painting,Realism,650,395,221
Peasant Woman with Broom,1885,sketch and study,Realism,520,480,437
Peasant Woman with Broom,1885,sketch and study,Realism,571,538,481
"Peasant Woman with Shawl over her Head, Seen from the Back",1885,sketch and study,Realism,558,572,562
"Peasant Woman with Shawl over her Head, Seen from the Side",1885,sketch and study,Realism,726,672,659
"Peasant Woman with Shawl over her Head, Seen from the Side 2",1885,sketch and study,Realism,675,648,599
Peasant Woman with Spade,1885,sketch and study,Realism,689,700,695
"Peasant Woman, Binding a Sheaf of Grain",1885,sketch and study,Realism,803,778,637
"Peasant Woman, Carrying a Sheaf of Grain",1885,sketch and study,Realism,802,783,707
"Peasant Woman, Carrying Wheat in Her Apron",1885,sketch and study,Realism,802,779,700
"Peasant Woman, Digging, Seen from the Side",1885,sketch and study,Realism,600,600,600
"Peasant Woman, Head",1885,sketch and study,Realism,829,763,683
"Peasant Woman, Head",1885,sketch and study,Realism,829,761,674
"Peasant Woman, Head",1885,sketch and study,Realism,701,619,546
"Peasant Woman, Head",1885,sketch and study,Realism,752,671,579
"Peasant Woman, Head",1885,sketch and study,Realism,595,563,505
"Peasant Woman, Head",1885,sketch and study,Realism,698,681,624
"Peasant Woman, Kneeling with Chopper",1885,sketch and study,Realism,650,617,562
"Peasant Woman, Kneeling, Possibly Digging Up Carrots",1885,sketch and study,Realism,497,492,478
"Peasant Woman, Kneeling, Seen from the Back",1885,sketch and study,Realism,778,749,654
"Peasant Woman, Picking Up a Sheaf of Grain",1885,sketch and study,Realism,804,748,629
"Peasant Woman, Pitching Wheat or Hay",1885,sketch and study,Realism,597,569,504
"Peasant Woman, Pitching Wheat or Hay",1885,sketch and study,Realism,698,677,611
"Peasant Woman, Planting Beets",1885,sketch and study,Realism,541,429,367
"Peasant Woman, Planting Beets",1885,sketch and study,Realism,523,518,504
"Peasant Woman, Planting Potatoes",1885,sketch and study,Realism,725,667,461
"Peasant Woman, Portrait of Gordina de Groot",1885,portrait,Realism,837,710,495
"Peasant Woman, Portrait of Gordina de Groot",1885,portrait,Realism,742,632,402
"Peasant Woman, Seated",1885,portrait,Realism,778,486,280
"Peasant Woman, Seen against the Window, Head and Whole Figure",1885,sketch and study,Realism,701,607,483
"Peasant Woman, Seen against the Window, Two Heads",1885,sketch and study,Realism,752,686,546
"Peasant Woman, Sitting by the Fire",1885,sketch and study,Realism,673,663,607
"Peasant Woman, Sitting with Chin in Hand",1885,sketch and study,Realism,804,740,642
"Peasant Woman, Standing near a Ditch or Pool",1885,sketch and study,Realism,724,717,658
"Peasant Woman, Stooping",1885,sketch and study,Realism,597,562,490
"Peasant Woman, Stooping",1885,sketch and study,Realism,673,670,675
"Peasant Woman, Stooping between Sheaves of Grain",1885,sketch and study,Realism,650,650,650
"Peasant Woman, Stooping with a Spade, Digging Up Carrots",1885,sketch and study,Realism,753,638,380
"Peasant Woman, Stooping with Spade, Possibly Digging Up Carrots",1885,sketch and study,Realism,625,613,554
"Peasant Woman, Stooping, Seen from the Back",1885,sketch and study,Realism,675,656,643
"Peasant Woman, Tossing Hay, Seen from the Back",1885,sketch and study,Realism,825,819,750
"Peasant Woman, Two Heads",1885,sketch and study,Realism,752,650,515
"Peasant Woman, Walking",1885,sketch and study,Realism,829,770,703
"Peasant Woman, Working with a Long Stick",1885,sketch and study,Realism,854,817,710
"Peasant, Chopping",1885,sketch and study,Realism,596,592,600
"Peasant, Chopping",1885,sketch and study,Realism,523,523,523
"Peasant, Seen from the Back and Three Hands Holding a Stick",1885,sketch and study,Realism,727,722,709
"Peasant, Walking with a Wheelbarrow",1885,sketch and study,Realism,829,760,684
People Walking in Eindhoven,1885,sketch and study,Realism,600,600,600
Planting Beets,1885,sketch and study,Realism,854,717,535
Plate with Cutlery and a Kettle,1885,sketch and study,Realism,777,656,517
Portrait of a Woman,1885,portrait,Realism,855,727,631
Portrait of a Woman (Head of a peasant woman with bonnet),1885,portrait,Realism,751,727,674
Portrait of a Woman with a Red Ribbon,1885,portrait,Post-Impressionism,702,434,234
Portrait of an Old Man with Beard,1885,portrait,Realism,777,488,278
Portrait of Woman in Blue,1885,portrait,Realism,798,658,459
Quayside with Ships in Antwerp,1885,landscape,Realism,624,461,281
Reaper,1885,sketch and study,Realism,791,703,515
Reaper,1885,sketch and study,Realism,803,696,530
Reaper,1885,sketch and study,Realism,956,833,645
Reaper,1885,sketch and study,Realism,930,793,577
Sale of Building Scrap,1885,sketch and study,Realism,702,629,519
Seated Woman,1885,sketch and study,Realism,675,512,352
Seated Woman,1885,sketch and study,Realism,752,660,505
Seated Woman,1885,sketch and study,Realism,752,571,344
Sheaves of Wheat in a Field,1885,landscape,Realism,702,547,272
Silhouette of a Man with a Rake,1885,sketch and study,Post-Impressionism,697,637,516
Silhouette of a Peasant Woman Digging Carrots,1885,sketch and study,Post-Impressionism,701,636,542
Sketches for the Drawing of an Auction,1885,sketch and study,Realism,600,600,600
"Sketches of a Man with a Ladder, Other Figures, and a Cemetery",1885,sketch and study,Realism,650,647,644
Sketches of the Old Tower and Figures,1885,sketch and study,Realism,676,676,676
Skull with Burning Cigarette,1885,vanitas,Realism,778,620,317
Sower Facing Left,1885,sketch and study,Realism,752,676,573
St. Catharina's Church at Eindhoven,1885,sketch and study,Realism,726,653,560
St. Martin's Church at Tongelre,1885,sketch and study,Realism,752,671,602
Still life with a basket of apples,1885,still life,Realism,719,662,511
Still life with a basket of apples and two pumpkins,1885,still life,Realism,880,724,421
Still life with a basket of vegetables,1885,still life,Realism,778,617,406
Still life with an Earthern bowl and pears,1885,still life,Realism,697,647,447
Still life with an Earthern bowl and potatoes,1885,still life,Realism,713,595,314
Still Life with Basket of Apples,1885,still life,Realism,495,393,112
Still Life with Bible,1885,still life,Realism,676,439,152
"Still Life with Earthenware, Bottle and Clogs",1885,still life,Realism,804,452,227
Still Life with Three Birds Nests,1885,still life,Realism,726,569,316
Still Life with Two Jars and Two Pumpkins,1885,still life,Realism,700,546,224
Still Life with Vegetables and Fruit,1885,still life,Realism,574,333,121
Still Life with Yellow Hat,1885,still life,Realism,854,485,313
Stocky Man,1885,sketch and study,Realism,854,797,640
Stocky Man,1885,sketch and study,Realism,749,698,507
Stooks and a Mill,1885,sketch and study,Realism,777,603,397
Stooks and a Peasant Stacking Sheaves,1885,sketch and study,Realism,879,745,573
The cottage,1885,landscape,Realism,800,692,506
Studies for Figures Carrying Bundles of Wood,1885,sketch and study,Realism,727,635,481
Studies of a Dead Sparrow,1885,sketch and study,Realism,829,723,526
"Studies of the Interior of a Cottage, and a Sketch of The Potato Eaters",1885,sketch and study,Realism,804,614,405
Studies of Three Peasants and a Head,1885,sketch and study,Realism,650,646,634
"Study of Three Peasants, One Sitting",1885,sketch and study,Realism,647,650,645
Study of Two Peasants,1885,sketch and study,Realism,673,653,605
Study of Two Peasants,1885,sketch and study,Realism,670,660,637
Study Sheet with Seven Hands,1885,sketch and study,Realism,905,714,501
The Grote Markt,1885,sketch and study,Realism,489,493,508
The Old Cemetery Tower at Nuenen in the Snow,1885,landscape,Realism,848,834,696
The Old Station at Eindhoven,1885,cityscape,Realism,543,540,407
The Old Tower in the Snow,1885,sketch and study,Realism,804,724,631
The Parsonage Garden at Nuenen in the Snow,1885,landscape,Realism,753,576,416
The Parsonage Garden at Nuenen in the Snow,1885,landscape,Realism,574,360,258
The Parsonage Garden at Nuenen with Pond and Figures,1885,landscape,Realism,912,754,544
The Parsonage Garden in the Snow,1885,sketch and study,Realism,676,602,499
The Potato Eaters (preliminary oil sketch),1885,sketch and study,Realism,461,386,177
The Spire of the Church of Our Lady,1885,sketch and study,Realism,778,675,572
The Vicarage at Nuenen,1885,landscape,Realism,808,589,519
Three People Sharing a Meal,1885,sketch and study,Realism,853,756,547
Three Persons Sitting at the Window,1885,sketch and study,Realism,803,724,599
Three Studies of a Woman with a Shawl,1885,sketch and study,Realism,905,760,566
Two peasant women digging potatoes,1885,genre painting,Realism,804,606,488
Two Studies of a Cottage,1885,sketch and study,Realism,803,703,573
Two Women in a Balcony Box,1885,sketch and study,Realism,829,606,447
Two Women Talking to Each Other While Digging,1885,genre painting,Realism,674,657,604
Vicarage at Nuenen,1885,sketch and study,Realism,778,681,529
View of Het Steen,1885,cityscape,Realism,804,513,302
View of Het Steen,1885,cityscape,Realism,727,579,392
View on the Singel in Amsterdam,1885,cityscape,Realism,716,680,449
Wheat Field with Mower and a Stooping Peasant Woman,1885,sketch and study,Realism,698,700,699
Wheat Field with Sheaves and a Windmill,1885,sketch and study,Realism,777,654,499
Wheat Field with Trees and Mower,1885,sketch and study,Realism,804,758,619
Wheatfield with a Stook and a Mill,1885,sketch and study,Realism,752,521,390
Wheatfield with Reaper and Peasant Woman Binding Sheaves,1885,sketch and study,Realism,676,610,536
Woman by a Hearth,1885,genre painting,Realism,829,672,471
Woman by a Hearth,1885,sketch and study,Realism,674,665,605
Woman by the Fireplace,1885,sketch and study,Realism,478,497,482
Woman by the Wash Tub in the Garden,1885,sketch and study,Realism,778,660,499
Woman Cutting Bread,1885,genre painting,Realism,753,650,503
Woman Peeling Potatoes,1885,sketch and study,Realism,701,581,423
Woman Preparing a Meal,1885,sketch and study,Realism,675,518,361
Woman Sewing,1885,sketch and study,Realism,625,489,371
Woman Sewing,1885,sketch and study,Realism,650,507,370
Woman Shelling Peas,1885,genre painting,Realism,829,691,541
Woman Winding Yarn,1885,sketch and study,Realism,956,773,583
Woman with a Mourning Shawl,1885,sketch and study,Realism,828,739,589
Woman with Her Left Arm Raised,1885,sketch and study,Realism,689,597,425
Woman with Kettle by the Fireplace,1885,genre painting,Realism,647,626,571
"Woman, Sitting by the Fire, Peeling Potatoes",1885,sketch and study,Realism,596,581,523
"Woman, Sitting by the Fire, Peeling Potatoes, Sketch of a Second Figure",1885,sketch and study,Realism,598,578,518
Woodcutter,1885,sketch and study,Realism,675,589,480
The Potato Eaters,1885,genre painting,Realism,344,327,252
Head of a Man,1885,sketch and study,Post-Impressionism,778,701,609
Head of a Peasant Woman,1885,portrait,Realism,574,315,120
"Head of a Peasant Woman, Bareheaded",1885,sketch and study,Realism,879,806,698
Head of an Old Man,1885,sketch and study,Post-Impressionism,829,704,488
Lane with Poplars,1885,sketch and study,Realism,676,595,568
Peasant,1885,sketch and study,Post-Impressionism,906,800,663
"Peasant Girl, Half-Figure",1885,sketch and study,Realism,778,700,617
Two Hands,1885,sketch and study,Realism,904,745,504
Two Hands,1885,sketch and study,Realism,803,633,406
Two Hands and a Woman s Head,1885,sketch and study,Realism,879,744,573
Two Hands and Two Arms,1885,sketch and study,Realism,777,662,517
Two Hands with a Stick,1885,sketch and study,Realism,956,882,674
A Sunday in Eindhoven,1885,cityscape,Post-Impressionism,828,517,273
Cottage,1885,landscape,Realism,727,429,290
Head of a Man,1885,sketch and study,Post-Impressionism,701,590,432
Head of a Peasant with Cap,1885,sketch and study,Post-Impressionism,804,724,629
"Head of a Young Man, Bareheaded",1885,sketch and study,Post-Impressionism,778,637,507
Lamp in front of a Window,1885,sketch and study,Post-Impressionism,981,760,459
"Peasant Woman, Head",1885,sketch and study,Post-Impressionism,804,724,630
Two Heads Man with Beard and Hat Peasant with Cap,1885,sketch and study,Post-Impressionism,701,623,523
